           1   1.0000000000000001E-009  0.93052300000000010        5.9137099999999993E-005
           2   1.0185900000000001E-009  0.94782142257000002        6.0353999999999998E-005
           3   1.0375300000000000E-009  0.96544656571999998        6.1595600000000010E-005
           4   1.0568200000000001E-009  0.98339637367999999        6.2862500000000003E-005
           5   1.0764699999999999E-009   1.0016811702799999        6.4155199999999999E-005
           6   1.0964799999999999E-009   1.0203009555199998        6.5474400000000005E-005
           7   1.1168600000000000E-009   1.0392650346400001        6.6839699999999996E-005
           8   1.1376299999999999E-009   1.0585920181199999        6.8233100000000002E-005
           9   1.1587800000000000E-009   1.0782737595000000        6.9655199999999997E-005
          10   1.1803199999999999E-009   1.0983172680000000        7.1106700000000001E-005
          11   1.2022599999999999E-009   1.1187329865000000        7.2588300000000011E-005
          12   1.2246200000000001E-009   1.1395395255000000        7.4121600000000005E-005
          13   1.2473800000000001E-009   1.1607195218799999        7.5686799999999995E-005
          14   1.2705700000000001E-009   1.1822984198200002        7.7284700000000009E-005
          15   1.2941999999999999E-009   1.2042867491999998        7.8916099999999995E-005
          16   1.3182600000000000E-009   1.2266752047600000        8.0581799999999995E-005
          17   1.3427699999999999E-009   1.2494837397900000        8.2305400000000007E-005
          18   1.3677300000000000E-009   1.2727096937100000        8.4065299999999996E-005
          19   1.3931600000000000E-009   1.2963729953200001        8.5862499999999993E-005
          20   1.4190600000000001E-009   1.3204750636800002        8.7697799999999999E-005
          21   1.4454399999999999E-009   1.3450223923200000        8.9572300000000010E-005
          22   1.4723100000000001E-009   1.3700256796800001        9.1511399999999999E-005
          23   1.4996799999999999E-009   1.3954957307200000        9.3492099999999999E-005
          24   1.5275699999999999E-009   1.4214481845300000        9.5515200000000010E-005
          25   1.5559700000000000E-009   1.4478752081299999        9.7581899999999995E-005
          26   1.5848900000000001E-009   1.4747876917000000        9.9693200000000010E-005
          27   1.6143600000000000E-009   1.5022104108000001        1.0187700000000000E-004
          28   1.6443700000000000E-009   1.5301356160999999        1.0410800000000000E-004
          29   1.6749400000000000E-009   1.5585835931400001        1.0638700000000000E-004
          30   1.7060800000000000E-009   1.5875603284799999        1.0871700000000000E-004
          31   1.7377999999999999E-009   1.6170767717999999        1.1109700000000000E-004
          32   1.7701100000000000E-009   1.6471439985200000        1.1355800000000000E-004
