    1    0.792405959867008E-14    0.131539385974971E+02    0.302247095366909E+15
    2    0.250580766467172E-13    0.415964079445030E+02    0.192721817392946E+16
    3    0.792405959867008E-13    0.131539402900331E+03    0.122885213683037E+17
    4    0.250580766467172E-12    0.415964187366207E+03    0.783552996033463E+17
    5    0.792405959867008E-12    0.131539471714112E+04    0.499616901978636E+18
    6    0.250580766467172E-11    0.415964626143521E+04    0.318570728471913E+19
    7    0.792405959867008E-11    0.131539751491694E+05    0.203130255676308E+20
    8    0.250580766467172E-10    0.415966410089334E+05    0.129521946253640E+21
    9    0.792405959867008E-10    0.131540888989075E+06    0.825870794356885E+21
    1    0.250580766467172E-09    0.415973663113957E+06    0.526600000000000E+22
    2    0.629410234040288E-09    0.104486325851251E+07    0.231800000000000E+23
    3    0.158104849886544E-08    0.262472478464344E+07    0.975500000000000E+23
    4    0.397146890586824E-08    0.659342141914086E+07    0.391100000000000E+24
    5    0.499938025672213E-08    0.830008727028092E+07    0.525900000000000E+24
    6    0.997366035816307E-08    0.165594494101982E+08    0.143500000000000E+25
    7    0.199038194110668E-07    0.330492289674180E+08    0.383300000000000E+25
    8    0.397209640718649E-07    0.659613043862763E+08    0.100600000000000E+26
    9    0.792418564452663E-07    0.131607982634955E+09    0.260400000000000E+26
   10    0.158101406297455E-06    0.262626396527378E+09    0.667600000000000E+26
   11    0.199033206564924E-06    0.330641238650719E+09    0.873800000000000E+26
   12    0.315499695463202E-06    0.524196707777672E+09    0.162900000000000E+27
   13    0.499934080568851E-06    0.830774276246451E+09    0.302900000000000E+27
   14    0.629458589212406E-06    0.104611566060025E+10    0.412900000000000E+27
   15    0.729727457487442E-06    0.121283618464994E+10    0.503600000000000E+27
   16    0.965971146546113E-06    0.160569366850816E+10    0.686000000000000E+27
   17    0.153107000415745E-05    0.254563730682753E+10    0.127200000000000E+28
   18    0.250562661931723E-05    0.416720075909265E+10    0.235600000000000E+28
   19    0.397141379770464E-05    0.660707626783011E+10    0.436200000000000E+28
   20    0.482727428613838E-05    0.803212579515561E+10    0.566200000000000E+28
   21    0.607736284802167E-05    0.101140534334250E+11    0.770200000000000E+28
   22    0.792625465087822E-05    0.131940439271433E+11    0.104800000000000E+29
   23    0.997703609874371E-05    0.166112859776051E+11    0.142500000000000E+29
   24    0.125609035335829E-04    0.209180804247992E+11    0.193800000000000E+29
   25    0.152143539830860E-04    0.253421273076634E+11    0.250300000000000E+29
   26    0.199041938317933E-04    0.331638452472429E+11    0.340400000000000E+29
   27    0.250558859045481E-04    0.417588672023429E+11    0.462800000000000E+29
   28    0.302437264418389E-04    0.504171450881455E+11    0.594900000000000E+29
   29    0.397148963129425E-04    0.662299501485532E+11    0.808900000000000E+29
   30    0.500057205192782E-04    0.834184307869550E+11    0.110000000000000E+30
   31    0.615115619502737E-04    0.102644500668061E+12    0.145000000000000E+30
   32    0.654540322464242E-04    0.109233809328053E+12    0.149500000000000E+30
   33    0.848543390899079E-04    0.141667600655921E+12    0.203300000000000E+30
   34    0.101951949234728E-03    0.170264171719397E+12    0.259700000000000E+30
   35    0.110516834614163E-03    0.184593511655300E+12    0.289200000000000E+30
   36    0.125584418787288E-03    0.209807281680523E+12    0.329000000000000E+30
   37    0.163471959083754E-03    0.273232410518337E+12    0.447300000000000E+30
   38    0.199040377780961E-03    0.332805937249056E+12    0.581600000000000E+30
    1    0.209050000000000E-03    0.349576187861001E+12    0.621500000000000E+30
    2    0.220590000000000E-03    0.368912353944073E+12    0.643040000000000E+30
    3    0.231140000000000E-03    0.386590676474554E+12    0.658130000000000E+30
    4    0.264260000000000E-03    0.442093283402941E+12    0.699450000000000E+30
    5    0.305330000000000E-03    0.510926170356240E+12    0.746850000000000E+30
    6    0.353310000000000E-03    0.591349037621832E+12    0.801490000000000E+30
    7    0.407640000000000E-03    0.682425646228215E+12    0.864430000000000E+30
    8    0.468000000000000E-03    0.783621810262863E+12    0.936670000000000E+30
    9    0.534140000000000E-03    0.894520528925405E+12    0.101910000000000E+31
   10    0.605940000000000E-03    0.101492266580460E+13    0.111280000000000E+31
   11    0.766080000000000E-03    0.128350796875554E+13    0.133700000000000E+31
   12    0.104710000000000E-02    0.175496228024668E+13    0.177920000000000E+31
   13    0.126160000000000E-02    0.211491455769222E+13    0.215470000000000E+31
   14    0.162460000000000E-02    0.272423080150162E+13    0.285650000000000E+31
   15    0.203840000000000E-02    0.341904165290677E+13    0.374610000000000E+31
   16    0.267260000000000E-02    0.448432911937023E+13    0.526790000000000E+31
   17    0.340640000000000E-02    0.571744609392412E+13    0.723040000000000E+31
   19    0.447460000000000E-02    0.751337626038700E+13    0.104050000000000E+32
   20    0.572600000000000E-02    0.961843843952546E+13    0.145130000000000E+32
   21    0.749630000000000E-02    0.125981329901103E+14    0.208940000000000E+32
   22    0.997950000000000E-02    0.167806594758785E+14    0.307200000000000E+32
   23    0.125130000000000E-01    0.210508484084646E+14    0.415740000000000E+32
   24    0.165470000000000E-01    0.278552182406769E+14    0.602340000000000E+32
   25    0.214050000000000E-01    0.360564377166421E+14    0.846130000000000E+32
   26    0.241570000000000E-01    0.407052495026072E+14    0.992860000000000E+32
   27    0.278940000000000E-01    0.470209947399345E+14    0.120230000000000E+33
   28    0.319410000000000E-01    0.538642826037541E+14    0.144300000000000E+33
   29    0.362640000000000E-01    0.611781450874666E+14    0.171750000000000E+33
   30    0.398880000000000E-01    0.673123186076728E+14    0.196260000000000E+33
  131    0.449411174479107E-01    0.758690218192127E+14    0.221942122793131E+33
  132    0.455427247388306E-01    0.768880068801949E+14    0.229189824411629E+33
  133    0.461499529158098E-01    0.779166216786471E+14    0.236671409207517E+33
  134    0.467628351985969E-01    0.789549265696938E+14    0.244393542009042E+33
  135    0.473814049062426E-01    0.800029821832819E+14    0.252363046797770E+33
  136    0.480056954542585E-01    0.810608494215599E+14    0.260586910620515E+33
  137    0.486357403516817E-01    0.821285894561412E+14    0.269072287631144E+33
  138    0.492715731980469E-01    0.832062637252579E+14    0.277826503291661E+33
  139    0.499132276802707E-01    0.842939339308128E+14    0.286857058729219E+33
  140    0.505607375694514E-01    0.853916620353383E+14    0.296171635254219E+33
  141    0.512141367175877E-01    0.864995102588688E+14    0.305778099059651E+33
  142    0.518734590542217E-01    0.876175410757380E+14    0.315684506078263E+33
  143    0.525387385830086E-01    0.887458172113062E+14    0.325899107040957E+33
  144    0.532100093782212E-01    0.898844016386344E+14    0.336430352706586E+33
  145    0.538873055811903E-01    0.910333575751075E+14    0.347286899300874E+33
  146    0.545706613966893E-01    0.921927484790240E+14    0.358477614146848E+33
  147    0.552601110892676E-01    0.933626380461614E+14    0.370011581498576E+33
  148    0.559556889795383E-01    0.945430902063279E+14    0.381898108604144E+33
  149    0.566574294404266E-01    0.957341691199153E+14    0.394146731964679E+33
  150    0.573653668933850E-01    0.969359391744642E+14    0.406767223845218E+33
  151    0.580795358045830E-01    0.981484649812564E+14    0.419769598989645E+33
  152    0.587999706810757E-01    0.993718113719465E+14    0.433164121595346E+33
  153    0.595267060669611E-01    0.100606043395249E+15    0.446961312513291E+33
  154    0.602597765395311E-01    0.101851226313692E+15    0.461171956720916E+33
  155    0.609992167054248E-01    0.103107425600460E+15    0.475807111018293E+33
  156    0.617450611967908E-01    0.104374706936329E+15    0.490878112022719E+33
  157    0.624973446674674E-01    0.105653136206722E+15    0.506396584395703E+33
  158    0.632561017891871E-01    0.106942779498894E+15    0.522374449366306E+33
  159    0.640213672478143E-01    0.108243703099262E+15    0.538823933519001E+33
  160    0.647931757396241E-01    0.109555973490901E+15    0.555757577876425E+33
  161    0.655715619676304E-01    0.110879657351219E+15    0.573188247258987E+33
  162    0.663565606379705E-01    0.112214821549828E+15    0.591129139945494E+33
  163    0.671482064563567E-01    0.113561533146629E+15    0.609593797632496E+33
  164    0.679465341246006E-01    0.114919859390128E+15    0.628596115691338E+33
